id,lang,split,tweet,soft_label,hard_label
100677,es,TRAIN_ES,"They do not know that they have made a big mistake and they dedicate themselves to harassing en masse, further encouraging harassment. Many of you who are dedicating yourself to doing it, have you suffered harassment of some kind? I suffered bullying and I don't dedicate myself to harassing people and saying you need bullying makes me angry and +","{'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.33333333333333304, 'DIRECT': 0.16666666666666602, 'NO': 0.33333333333333304}",
100678,es,TRAIN_ES,Next Tuesday teachers will be trained on bullying ___htpurl___ through @USER,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100679,es,TRAIN_ES,"I have been torn apart by more than 9 years of bullying. They have left me in the most absolute mental shit and every day I have to hide, pretend and show myself strong when I just want to let off steam by shouting at least. And on top of that they say they know me.","{'REPORTED': 0.16666666666666602, 'NO': 0.833333333333333, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100680,es,TRAIN_ES,@USER @USER like what an ugly name for a boy they are going to bully him,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100681,es,TRAIN_ES,"@USER @USER If you're inside Saban's system, it looks more like a call to Stump in the Field and Tuff in the Boundary. Surely watching the video the FS spreads hips out, making it impossible to follow #3 across the field. We miss this with the chips.","{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100682,es,TRAIN_ES,"@USER I said that at the beginning, then I saw myself moving my hips hahahahahahaha","{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100683,es,TRAIN_ES,"@USER What a nai hahaha! My hips even loosened again 🤣🎉🎉, get ready on the 31st and first hahahaha","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100684,es,TRAIN_ES,@USER I would make my hips smaller if I could or change my nose,"{'NO': 0.5, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.16666666666666602}",
100685,es,TRAIN_ES,I love the hips of this babe's belly button😈 HTTPURL,"{'DIRECT': 0.833333333333333, 'NO': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
100686,es,TRAIN_ES,"@USER gave him the freedom to move his hips so deep, almost kissing her cervix. How dare she…she threw her head back, whimpering softly. And indirectly urging him to move more.","{'DIRECT': 0.2, 'NO': 0.6000000000000001, 'REPORTED': 0.2, 'JUDGEMENTAL': 0.0}",
100687,es,TRAIN_ES,Can you imagine the duko suddenly appears hanging in a ball while Miley sings wreaking ball and in the background she don't give a fooo sounds and Dodja enters moving his hips and steals Biza's hat and glasses haha ​​I want all that in lolla can ?,"{'NO': 0.6666666666666661, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100688,es,TRAIN_ES,"🤤🤤🤤 That mesmerizing, delicious hip movement that my wife can only do on a real dick.... HTTPURL","{'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
100689,es,TRAIN_ES,"@USER @USER @USER Their socialism is like that of the PSOE or ""social democracy"", of millionaires and thieves. And Franco, known as Paquita la QLona created the version of him called Falanfismo.","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100690,es,TRAIN_ES,"@USER ""Have I told you that you are precious?"" The vampiric demon asked with a soft smile on his face. He moved a little closer, hugging his hips.","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100691,es,TRAIN_ES,"No, no, excuse me. He.” She put her little hands on her hips, relaxing her shoulders. I was training and I always forget to shower before talking to civilized people. he teased. ___htpurl___","{'NO': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0, 'REPORTED': 0.0}",NO
100692,es,TRAIN_ES,"@USER It's not to discriminate against skinny women, but a curvy woman, with wide hips, wide legs and a booty, will always look better and are more desirable, regards.","{'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
100693,es,TRAIN_ES,"@USER The best thing is that he alone exposed himself as a walking flag network to the point that all the women in his life walked away and collectively treat him like poo, we love","{'NO': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0}",NO
100694,es,TRAIN_ES,"@USER I'm gonna kick you on the head. He lifts his hips and takes off his boxers. She is waiting for you with her legs open.- Already? No prelims or anything? Geez, are you a fortyish white guy who had a bad day at work?","{'DIRECT': 0.5, 'REPORTED': 0.33333333333333304, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",DIRECT
100695,es,TRAIN_ES,"MINGPINHUIUS Pregnancy Pillow, J-Shape Sleeping Pregnancy Pillow, Multifunctional Pregnancy Full Body Pillow for Belly/Hips/Legs/Back Support, Removable Washable📈 Price: 33.91 €🔥🔰Link: ___htpurl___ ___hturl___","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100696,es,TRAIN_ES,Kenny shaking his hips with @USER at a Friday party and the @USER 👇 #CrisLu14E ___hpurl___,"{'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.16666666666666602, 'NO': 0.5, 'REPORTED': 0.0}",
100697,es,TRAIN_ES,"@USER Always ready to break hips, break hearts 😉","{'DIRECT': 0.5, 'NO': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
100698,es,TRAIN_ES,"—But Johnny didn't speak instantly, he was lost in those beautiful clear and big eyes of his fiancé, and while his hands caressed her hips, it didn't take long for him to bite her lower lip and pull it. —Eat you right here... ___htpurl___","{'NO': 0.5, 'REPORTED': 0.33333333333333304, 'DIRECT': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",
100699,es,TRAIN_ES,♻️ Musical genres from Brazil: 12 styles of Brazilian music that your hips won't resist... ___htpurl___,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100700,es,TRAIN_ES,@USER Very good... I want to see those sharp hips again and some delicious buttocks to bounce on 😃👏,"{'DIRECT': 0.833333333333333, 'NO': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
100701,es,TRAIN_ES,"People in the range of 45+ years who were not vaccinated at the time, I could assure that they are the ones who fell into the trap of the right-wing media, underestimated the virus, called vaccines ""water chacha"" and the media from the right, why did they do it? #PatriaBenditaYLibre HTTPURL","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100702,es,TRAIN_ES,@USER In the National Palace working as the idiot's chacha 😂😂😂😂,"{'DIRECT': 0.16666666666666602, 'NO': 0.5, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602}",
100703,es,TRAIN_ES,"girl, don't cry for a guy, and even less if you know that you can fuck his entire group if you want","{'DIRECT': 1.0, 'NO': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
100704,es,TRAIN_ES,@USER @USER @USER Chacha Chalo Canada.,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100705,es,TRAIN_ES,Chacha but don't leave me on the street like this ___htpurl___,"{'DIRECT': 0.33333333333333304, 'NO': 0.5, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",
100706,es,TRAIN_ES,"@USER @USER @USER @USER Minus the bulls, eh picarón? That with subsidies... Ahh, and the children's uniforms! And if you rush me, even the Filipino chacha. How are you morons...","{'DIRECT': 0.5, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.33333333333333304, 'REPORTED': 0.0}",DIRECT
100707,es,TRAIN_ES,@USER chacha and you haven't seen me giving my all with thirty-four + thirty-five,"{'DIRECT': 0.5, 'NO': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
100708,es,TRAIN_ES,And of course what I don't want is to be a chacha or nobody's mother. Thank you,"{'DIRECT': 0.33333333333333304, 'REPORTED': 0.16666666666666602, 'NO': 0.5, 'JUDGEMENTAL': 0.0}",
100709,es,TRAIN_ES,@USER @USER The chacha rather ah,"{'NO': 0.5, 'DIRECT': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
100710,es,TRAIN_ES,"@USER This Lady has been devoured by the Character of ""Chacha"" that she plays in LA QUE SE AVECINA, who is illiterate and seems to be an expert in everything... haha","{'DIRECT': 1.0, 'NO': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
100711,es,TRAIN_ES,"I tell Alejo that he has to start studying, Alejo :[3/2 14:56] love ❣: Shii my girl, always if you are my sexy private teacher[3/2 14:56] 🦋: HAHAHAHAHAHA","{'REPORTED': 0.16666666666666602, 'NO': 0.5, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.16666666666666602}",
100712,es,TRAIN_ES,Chacha but if that is the whole year wdym ___htpurl___,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100713,es,TRAIN_ES,"@USER In other countries, well, I would tell you, no, a baff doctor is lined with money, but here hahahaha here we are the ass of the government, cheap labor, the maid who cleans up shit, the people's blanket, so there's not much to believe","{'NO': 0.6000000000000001, 'DIRECT': 0.4, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
100714,es,TRAIN_ES,"@USER Chacha, you don't have to study that, Braulio said that one day in class and I have the name written down but not what it is hahaha","{'NO': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100715,es,TRAIN_ES,"@USER put your photo chacha, I was almost going to mute you thinking you were Laura 😂😂😂","{'NO': 0.5, 'DIRECT': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
100716,es,TRAIN_ES,@USER Never late!! Thank you chacha i love you 🖤,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100717,es,TRAIN_ES,@USER I told you girl who warns is not a traitor,"{'NO': 0.5, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.33333333333333304, 'JUDGEMENTAL': 0.0}",
100718,es,TRAIN_ES,"@USER @USER @USER Didn't you know that she is his girl? Do you remember that when the L12 accident happened, you went to take refuge with him? When the earthquake, did he say that Don Mediato notified the president? It's his daughter-in-law...","{'DIRECT': 0.33333333333333304, 'NO': 0.6666666666666661, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100719,es,TRAIN_ES,"@USER @USER YOU OF DOG IF YOU KNOW A LOT BECAUSE IT HAS BEEN THE PREFERRED USE CHACHA. THE ONLY THING IS TO RECOGNIZE HIM HAS TWO TITLES, ONE IN THE OLDEST PROFESSION IN THE WORLD WHICH HE PRACTICES AND GETS JUICE OUT OF IT AND ANOTHER SAYS AS A LAWYER. WHAT A WONDERFUL REVIEWS AND OPINIONS","{'NO': 0.16666666666666602, 'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
100720,es,TRAIN_ES,"And since we have taken a liking to the act of revival, why not try something more than just a chacha (with all due respect to our Guadalupe) ___hpurl___","{'NO': 0.6666666666666661, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",NO
100721,es,TRAIN_ES,@USER There are days and days. Here I have fought more with the youngest. After she broke my eye she tries to break the other one,"{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100722,es,TRAIN_ES,"@USER Do it, a girl took the armybomb to Harry Styles' concert and bts went look how lucky","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100723,es,TRAIN_ES,"Oh really; don't be so pathetic with a girl who knows about weapons; you upload a photo and google the label of the thong; but the ""master"" doesn't know what a curler is 🙄 #Cornudisimo HTTPURL","{'JUDGEMENTAL': 0.33333333333333304, 'REPORTED': 0.5, 'NO': 0.16666666666666602, 'DIRECT': 0.0}",REPORTED
100724,es,TRAIN_ES,"Guy, noooo the glasses!! 😭 Girl, it's her sickness, her identity is constantly invalidated at her work, she is discriminated against and you, like all FIFAs, say ""those are not ways"". White cis privilege blinds you HTTPURL","{'JUDGEMENTAL': 0.5, 'REPORTED': 0.33333333333333304, 'NO': 0.16666666666666602, 'DIRECT': 0.0}",JUDGEMENTAL
100725,es,TRAIN_ES,@USER @USER And if a girl gets blonde hair there if the directors don't say anything... What school rules or what hptas,"{'REPORTED': 0.16666666666666602, 'NO': 0.33333333333333304, 'DIRECT': 0.5, 'JUDGEMENTAL': 0.0}",DIRECT
100726,es,TRAIN_ES,"Hello, do we have active neighbors, a couple, a girl or a boy in San Borja or nearby? #putivecinos #Vecinos #swinger ___htpurl___","{'NO': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0, 'REPORTED': 0.0}",NO
100727,es,TRAIN_ES,Slxnalfnaofjs was reading a story and a very sweet and cute girl came out 🥺💕,"{'NO': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0, 'REPORTED': 0.0}",NO
100728,es,TRAIN_ES,"Ok, I'm going to be a responsible girl again, @USER I love you 💗","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100729,es,TRAIN_ES,"@USER @USER I do remember quite well that the poop is a trust for the victims that ended up being a petty cash for their campaigns... I understand very well what you mean, they are the worst scum.","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100730,es,TRAIN_ES,"@USER Believe me not, because he had a girl behind him, screaming at the top of his lungs and when Tobey came out, he asked and who is that??? And she spent like 10 minutes criticizing","{'REPORTED': 0.16666666666666602, 'NO': 0.833333333333333, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100731,es,TRAIN_ES,"@USER Eh... if you know that Dalas was prosecuted for CONVERSATIONS, Dalas didn't know the girl and she lied about her age. In addition, during the trial the same girl did not present the conversations that she allegedly had. In short... Dallas is innocent.","{'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.5, 'NO': 0.16666666666666602}",REPORTED
100732,es,TRAIN_ES,"@USER you are right, but the case you mention is in Spain (I suppose, since the girl who says it is Spanish), so it is better to use the Spanish penal code","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100733,es,TRAIN_ES,"@USER that if never girl, pride first😎👍🏻","{'NO': 0.6666666666666661, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100734,es,TRAIN_ES,"The tarot girl on TikTok already told me that we are going to have a nice relationship, now we just have to wait 🚶🏻‍♀️","{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100735,es,TRAIN_ES,answering the story to a girl and that she answers you with the best is a +10000😭💞,"{'NO': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0}",NO
100736,es,TRAIN_ES,"@USER @USER Most of the fish sold on the beaches of the Boca Chica coast are farm-raised tilapia; Guayacanes and Juan Dolio, the one who doesn't know about fish, eat it like the sea. They deceive them and all the authorities @USER know that and nothing happens. we are unprotected","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100737,es,TRAIN_ES,"She raised both eyebrows at the girl's new position and her playful order. Drakono simply shrugged and smirked, he was there to relax and let himself go so he took one of those bites and brought it to the pinkhead's mouth-Okay, but I won't > > ___htpurl___","{'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'NO': 0.5, 'DIRECT': 0.16666666666666602}",
100738,es,TRAIN_ES,@USER The poor girl almost broke her ankle!!!😂😂😂,"{'DIRECT': 0.33333333333333304, 'NO': 0.6666666666666661, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100739,es,TRAIN_ES,a girl he'i: we should have industrial chemistry in the curriculum VOS PIKO ESTAS LOCA. EKIRIRIIIIIII,"{'DIRECT': 0.6666666666666661, 'NO': 0.33333333333333304, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
100740,es,TRAIN_ES,"@USER @USER @USER I know what he is!!!! more incognizable..... you are. Dirty old man, saying things to the creatures. I am a young girl","{'REPORTED': 0.5, 'DIRECT': 0.33333333333333304, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",REPORTED
100741,es,TRAIN_ES,"No, girls, it can't be. I can't believe this, I'm laughing so I don't cry.","{'NO': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0, 'REPORTED': 0.0}",NO
100742,es,TRAIN_ES,"Good morning guys and girls!! Leave my calligraphy notebook on the table, the two multiplication accounts and the work on fascism ___htpurl___","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100743,es,TRAIN_ES,"I'm on my cousin's birthday and there are little girls and they are telling me that they start to twerk... girls, at their age the little chick used to dance","{'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.16666666666666602, 'NO': 0.5, 'REPORTED': 0.0}",
100744,es,TRAIN_ES,"-- Claire and Kanya: 30Hastur and Lahathiel: 29Congratulations ladies, you've won!#SGGO ___hpurl___","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100745,es,TRAIN_ES,"@USER I tmp think that approaching Miguel is bad if you realize the girls have an argument because it gives them bad vibes and that's why Cristina doesn't approach them, she hasn't spoken badly to any of them, she hasn't said anything bad, what do they do to me? someone explains well","{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100746,es,TRAIN_ES,"I have a final project with girls from another course and now they are all isolated, well, what happens? disapprove on purpose? throw me off a bridge","{'DIRECT': 0.6666666666666661, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
100747,es,TRAIN_ES,@USER It's just that there are only small hands... And it goes for the prostate!,"{'NO': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100748,es,TRAIN_ES,"@USER There are 4 girls in the trailer, so they're gone.","{'NO': 0.33333333333333304, 'DIRECT': 0.5, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",DIRECT
100749,es,TRAIN_ES,The girls are already starting to raise their photos in a bikini with a cuerpaweeeer and I am here with 30 other kilos HAHAHAHAHAHAHA,"{'NO': 0.5, 'DIRECT': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
100750,es,TRAIN_ES,@USER the scorpio girls.. 😮‍💨😮‍💨 you are not ready for this conversation,"{'NO': 0.6666666666666661, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100751,es,TRAIN_ES,"Lately, this thing about ending up being friends with the girls I go out with has not been working for me","{'NO': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100752,es,TRAIN_ES,A gift for girls! Full of lots of energy! ⚡️ ⚡️ ⚡️ Let's break it girls! @USER@USER@USER@USER Good luck!#GoTheSignal Desing @USER ___htpurl___,"{'DIRECT': 0.33333333333333304, 'NO': 0.6666666666666661, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100753,es,TRAIN_ES,"@USER @USER obviously yes, he's gorgeous, girls a shout out saooooooo!!! 😂","{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100754,es,TRAIN_ES,"@USER I think that Mexican girls were ahead of their time. Without mincing words about her, they made it clear that they didn't want her hand on her waist or questions about her clothes.","{'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.33333333333333304, 'NO': 0.16666666666666602}",
100755,es,TRAIN_ES,@USER You needed it now that the rojinegro won the cup.. see how the girls from Zapopan burned that we hadn't caught them and then they would be champions 🤟🏼😎👌,"{'DIRECT': 0.833333333333333, 'NO': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
100756,es,TRAIN_ES,"The first girls win an ""artist"" award. HTTPURL HTTPURL","{'NO': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0}",NO
100757,es,TRAIN_ES,[9/12 7:42 PM m.] Virgay: girls I fell in love on the preeeeee[9/12 7:42 p.m. m.] Virgay: I cover up the name because they are vultures,"{'DIRECT': 0.5, 'NO': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
100758,es,TRAIN_ES,"I am the person with the least production capacity and style in the country but for some reason I am addicted to tik toks of chetas being produced like Hollywood to go anywhere like I love you girls, never stop being such divas","{'NO': 0.6666666666666661, 'DIRECT': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.0}",NO
100759,es,TRAIN_ES,"Tired, girls, of seeing your tweets pointing the finger at other skinny girls for hanging out with abusers. The end of this? I don't know but today a girl spoke to me again and I remembered a lot of all the previous ones and I said the fucking mother and what do we do with this? What else is left for us to do?","{'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
100760,es,TRAIN_ES,"@USER @USER I wonder, how many girls from the champion women's soccer team will there be?","{'NO': 0.6666666666666661, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100761,es,TRAIN_ES,cyberbullying unfortunately exists and one sometimes witnesses the hate sewer that social networks are (especially Twitter) ___htpurl___,"{'NO': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100762,es,TRAIN_ES,"@USER Cheer up Juanma, try and work on how to cope with it. But report it to the Civil Guard too. May cyberbullying not only stay in networks.","{'NO': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0, 'REPORTED': 0.0}",NO
100763,es,TRAIN_ES,___htpurl___ PAS Spain we are working on an Ethics Committee in which we hope to have great professionals to avoid ALL TYPES OF HARASSMENT. We want stalkers to have their days numbered!!,"{'NO': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0}",NO
100764,es,TRAIN_ES,NOW ON THE COVER ⚠️ You don't have to be a cracker to practice #cyberstalking: connected devices store a lot of user data that a cybercriminal can use to harass them. How can you avoid it?👇👇HTTPURL,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100765,es,TRAIN_ES,@USER Abi because you join cyberbullying I'm going to report you,"{'NO': 0.5, 'JUDGEMENTAL': 0.33333333333333304, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0}",
100766,es,TRAIN_ES,Do you know what to do to avoid cyberbullying? We leave you the following recommendations. For a #QuintanaRooCiberseguro #PolicíaCibernéticaQuintanaRoo HTTPURL,"{'NO': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0, 'REPORTED': 0.0}",NO
100767,es,TRAIN_ES,"New words added to the RAE:Bio: Biography (apply for digital media or social networks) ""I already saw your bio"" ""Link in bio"" Face masks: Added as a Mexicanism.Bizzarría: A rarity or extravagance.Cyberbullying / Cybercriminal / Cybercrime.","{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100768,es,TRAIN_ES,"Bauman: ""The Internet is a world of cyberbullying and smear"" ___htpurl___ via @USER","{'NO': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100769,es,TRAIN_ES,🛑Stopping cyberbullying is in your hand / Zibererasoak gelditzea zure eskua🖐A campaign by @USER and @USER from @USER that urges us NOT to be part of the chain that fuels cyberbullying. ___htpurl___,"{'NO': 0.6666666666666661, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0}",NO
100770,es,TRAIN_ES,"@USER Cyber ​​bullying prevention lesson 1. I would add that, before writing anything, think about whether the comment would be said to your face or is likely to be turned into a throwing weapon by other people. If the answers are ""no"" and ""yes"", ignore the tweet and don't write.","{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100771,es,TRAIN_ES,"They are talking about the sad suicide of Verónica Forqué and cyberbullying and suddenly they sneak in I don't know what the hell to show your breasts, what is this? ___htpurl___","{'JUDGEMENTAL': 0.5, 'REPORTED': 0.33333333333333304, 'NO': 0.16666666666666602, 'DIRECT': 0.0}",JUDGEMENTAL
100772,es,TRAIN_ES,Volunteering for a project to prevent cyberbullying and other online risks at ies ___htpurl___,"{'NO': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100773,es,TRAIN_ES,"#Yucatán occupies 19th place nationwide for the figures for this crime, according to @USER. Even so, few cases are reported to the #FGE and even fewer are sanctioned. ___htpurl___","{'REPORTED': 0.16666666666666602, 'NO': 0.833333333333333, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
100774,es,TRAIN_ES,📌 Did you know that 47% of young people admit to having been a victim of digital violence in the last 3 months? Cyberbullying hurts and can transform our lives. Join #InfluenciaLoBueno and #CortaLaCadena of cyberbullying! HTTPURL HTTPURL,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100775,es,TRAIN_ES,Cybersecurity for beginners - Article: This is how you can protect your privacy using Google Chrome ___htpurl___ - #Ciberacoso #Ciberataque #Cibersecurity #Ciberseguridad #Consejos #Forense #Forensic #INCIBE #InformáticaArticulos ___hturl___,"{'NO': 1.0, 'DIRECT': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
100776,es,TRAIN_ES,"Honestly, that person should apologize and support avoiding cyberbullying. ___htpurl___","{'NO': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0}",NO
100777,es,TRAIN_ES,YouTube hides the number of 'Dislikes' in its videos to silence bullies ___htpurl___,"{'NO': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",NO
